category,disease,link,data
mau,Sưng hạch bạch huyết,https://nhathuoclongchau.com.vn/benh/sung-hach-bach-huyet-909.html,"Triệu chứng sưng hạch bạch huyết Những dấu hiệu và triệu chứng của viêm hạch bạch huyết Viêm hạch bạch huyết thường có triệu chứng đau, tăng nhạy cảm, hạch to. Khi hạch vùng nào bị viêm thì sẽ xuất hiện một khối sưng, đau và tăng nhạy cảm thường là dấu hiệu để phân biệt viêm hạch bạch huyết so với các bệnh hạch bạch huyết khác. Với một số trường hợp nhiễm khuẩn, vùng da bên ngoài hạch bị viêm có thể sưng, đỏ tấy, thỉnh thoảng kèm với viêm mô tế bào, đôi khi có kèm theo sốt. Có thể hình thành ổ áp xe, và xâm lấn vào da tạo ra các lỗ dò. Tùy thuộc vào nguyên nhân gây sưng hạch bạch huyết, các dấu hiệu và triệu chứng khác mà bạn có thể gặp bao gồm: Chảy nước mũi, đau họng , sốt và các dấu hiệu khác của nhiễm trùng đường hô hấp trên. Sưng chung các hạch bạch huyết khắp cơ thể. Khi điều này xảy ra, nó có thể cho thấy một nhiễm trùng toàn cơ thể, chẳng hạn như HIV hoặc bệnh bạch cầu cấp hoặc rối loạn hệ thống miễn dịch, chẳng hạn như bệnh lupus ban đỏ hoặc viêm khớp dạng thấp. Các hạch cứng, cố định, phát triển nhanh chóng, cho thấy có khả năng bị ung thư các cơ quan khác hoặc ung thư hạch. Sốt. Đổ mồ hôi đêm. Biến chứng có thể gặp khi mắc bệnh viêm hạch bạch huyết Nếu nhiễm trùng là nguyên nhân làm sưng hạch bạch huyết và không được điều trị, áp xe có thể hình thành. Áp xe là tập hợp mủ khu trú do nhiễm trùng. Mủ chứa chất lỏng, tế bào bạch cầu, mô chết và vi khuẩn hoặc những kẻ xâm lược khác. Áp xe có thể cần dẫn lưu và điều trị kháng sinh. Khi nào cần gặp bác sĩ? Một số hạch bạch huyết bị sưng trở lại bình thường khi tình trạng sức khỏe cơ thể ổn định hoặc tình trạng viêm nhiễm cấp tính được điều trị ổn định. Hãy đến gặp bác sĩ nếu bạn lo lắng hoặc nếu các hạch bạch huyết bị sưng mà có các dấu hiệu sau đây: Xuất hiện mà không có lý do rõ ràng. Tiếp tục mở rộng hoặc sưng kéo dài trong hai đến bốn tuần. Cảm thấy cứng hoặc mềm như cao su hoặc không di chuyển khi bạn ấn vào chúng. Kèm theo sốt dai dẳng, đổ mồ hôi ban đêm hoặc sụt cân không rõ nguyên nhân. Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Chảy máu,https://nhathuoclongchau.com.vn/benh/chay-mau-1142.html,"Triệu chứng chảy máu Những dấu hiệu và triệu chứng của chảy máu Triệu chứng xuất huyết khác nhau tùy thuộc vào vị trí và mức độ nghiêm trọng của nó. Ví dụ, với một vết bầm tím, có thể chỉ thấy khó chịu nhẹ so với chấn thương ở đầu, xuất huyết trong não có thể gây nhức đầu , nhưng ở ngực có thể gây khó thở. Tác động của chảy máu đối với sức khỏe Mất máu nghiêm trọng có thể khiến cảm thấy: Thân nhiệt giảm, trở nên mát lạnh hơn; Chóng mặt; Mệt mỏi; Hụt hơi; Suy giảm sức lực. Biến chứng có thể gặp khi mắc bệnh chảy máu Nếu xuất huyết nặng không được điều trị, có thể gặp phải: Tức ngực ; Nhịp thở hoặc nhịp tim nhanh hơn; Suy nội tạng; Co giật; Sốc; Hôn mê hoặc tử vong. Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Bệnh Thalassemia,https://nhathuoclongchau.com.vn/benh/benh-thalassemia-261.html,"Triệu chứng bệnh thalassemia Những dấu hiệu và triệu chứng của bệnh Thalassemia Bệnh nhân mắc bệnh Thalassemia có triệu chứng tương tự như bệnh thiếu máu như: Cảm giác mệt mỏi, hoa mắt chóng mặt. Da niêm nhợt nhạt, xanh xao, vàng da, vàng mắt Nước tiểu vàng sẫm. Khó thở khi gắng sức. Trẻ em chậm lớn, thể trạng yếu. Bụng cứng, lá lách, gan hoặc tim to. Gặp các vấn đề về xương (đặc biệt với xương ở mặt) như trán dô, mũi tẹt, xương hàm trên nhô, u trán, u đỉnh. Biến chứng có thể gặp khi mắc bệnh Thalassemia Ứ đọng sắt Do sự thiếu hụt 1 chuỗi globin trong huyết sắc tố, chất lượng hồng cầu bị suy giảm làm hồng cầu dễ bị vỡ, dẫn đến tình trạng thiếu máu mạn tính. Khi các tế bào hồng cầu bị phá hủy khiến cho một khối lượng chất sắt rất lớn bị tích tụ bên trong cơ thể gây suy tạng và xơ hóa. Đây cũng là nguyên nhân gây tử vong hàng đầu do Thalassemia thể nặng. Bệnh lý về tim Truyền máu thường xuyên là một phương pháp điều trị tiêu chuẩn cho bệnh Thalassemia. Truyền máu có thể gây ra sắt tích tụ trong máu (ứ sắt). Điều này có thể làm hỏng các cơ quan và mô, đặc biệt là tim và gan. Bệnh tim do ứ sắt cũng là nguyên nhân gây tử vong ở những người mắc bệnh Thalassemia. Bệnh tim bao gồm suy tim , loạn nhịp tim và dễ dẫn đến tử vong nếu không điều trị kịp thời. Nhiễm trùng Trong số những người mắc bệnh Thalassemia, nhiễm trùng là nguyên nhân chính gây ra bệnh tật và là nguyên nhân tử vong phổ biến thứ hai. Những người đã cắt bỏ lá lách thậm chí còn có nguy cơ cao hơn vì họ không còn cơ quan chống lại nhiễm trùng nữa. Dị tật xương Nhiều người mắc bệnh Thalassemia có các vấn đề về xương, bao gồm loãng xương , xương yếu, giòn và dễ gãy. Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Bệnh ưa chảy máu,https://nhathuoclongchau.com.vn/benh/benh-ua-chay-mau-262.html,"Triệu chứng bệnh ưa chảy máu Những dấu hiệu và triệu chứng của bệnh ưa chảy máu Tùy thuộc vào từng mức độ bệnh mà có những triệu chứng khác nhau. Đối với thể nhẹ, bệnh sẽ xuất hiện những triệu chứng phổ biến như xuất huyết bên ngoài kèm theo những triệu chứng sau: Nhiều vết bầm tím lớn hoặc sâu trên da; Đau và sưng khớp do chảy máu bên trong khớp; Chảy máu hoặc bầm tím không rõ nguyên nhân; Có máu trong nước tiểu hoặc trong phân; Chảy máu kéo dài sau khi bị đứt tay, bị thương, sau khi phẫu thuật, nhổ răng; Chảy máu cam không rõ nguyên nhân; Cảm giác căng trong khớp. Với mức độ nặng hơn thường xuất hiện những triệu chứng sau: Đau đột ngột, sưng và nóng ở các khớp lớn, như khớp gối, khớp khuỷu, khớp háng và khớp vai, và ở các cơ cánh tay và cẳng chân; Chảy máu vết thương, nhất là nếu bị bệnh ưa chảy máu nặng; Đau đầu kéo dài; Nôn liên tục; Mệt mỏi nhiều; Đau cổ; Nhìn đôi. Khi nào cần gặp bác sĩ? Đến gặp bác sĩ nếu có những biểu hiện bất thường sau: Vết thương ở đầu, cổ, bụng hoặc lưng; Chảy máu không cầm được; Đau bụng nhiều hoặc khó khăn khi cử động; Tiểu đỏ hoặc tiểu màu trà; Tiêu phân đen hoặc tiêu máu đỏ; Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Đông máu nội mạch rải rác,https://nhathuoclongchau.com.vn/benh/dong-mau-noi-mach-rai-rac-264.html,"Triệu chứng đông máu nội mạch rải rác Những dấu hiệu và triệu chứng của đông máu nội mạch rải rác DIC tiến triển chậm Có thể xuất hiện triệu chứng của: Huyết khối tĩnh mạch: Cơn đau mơ hồ lan dọc theo tĩnh mạch, phù nề , ban đỏ không đặc hiệu. Các tĩnh mạch nông bị giãn rõ ràng hoặc không giãn. Cảm giác khó chịu bắp chân tăng khi gấp mu bàn cẳng chân vào cẳng chân. Sưng toàn bộ chân, chu vi hai cẳng chân khác nhau > 3cm. Có thể sốt nhẹ. Tắc nghẽn phổi: Khó thở cấp tính, đau ngực kiểu màng phổi, khó thở nhẹ khi nghỉ ngơi và có thể lên khi vận động. Ho hoặc ho ra máu (ít gặp hơn). Hạ huyết áp, nhịp tim nhanh, nhức đầu, mệt mỏi, thở nhanh, ngất. DIC nặng, tiến triển nhanh: Xuất huyết nơi tiêm truyền, xuất huyết tiêu hóa (có thể xảy ra). Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Sarcoid,https://nhathuoclongchau.com.vn/benh/sarcoid-265.html,"Triệu chứng sarcoid Những dấu hiệu và triệu chứng của Sarcoid Các dấu hiệu và triệu chứng của bệnh sarcoid khác nhau tùy thuộc vào cơ quan nào bị ảnh hưởng. Sarcoid đôi khi phát triển dần dần và tạo ra các triệu chứng kéo dài trong nhiều năm. Những trường hợp khác, các triệu chứng xuất hiện đột ngột và sau đó biến mất nhanh chóng. Nhiều người mắc bệnh sarcoid không có triệu chứng, vì vậy bệnh chỉ có thể được phát hiện khi chụp X quang phổi vì một lý do khác. Các triệu chứng chung: Sốt; Mệt mỏi; Đau khớp; Đau nhức hoặc yếu cơ; Đổ mồ hôi đêm; Sưng hạch bạch huyết; Giảm cân không rõ nguyên nhân. Các triệu chứng phổi: Sarcoid thường ảnh hưởng đến phổi và có thể gây ra các vấn đề về phổi, như: Ho khan dai dẳng; Khó thở; Thở khò khè; Tức ngực. Các triệu chứng trên da: Nổi mẩn đỏ hoặc đỏ tía, thường nằm ở ống chân hoặc mắt cá chân, có thể ấm và mềm khi chạm vào; Biến dạng vết loét (tổn thương) trên mũi, má và tai; Vùng da có màu sẫm hơn hoặc sáng hơn; Phát triển dưới da (nốt sần), đặc biệt là xung quanh vết sẹo hoặc hình xăm. Các triệu chứng tại mắt: Sarcoid có thể ảnh hưởng đến mắt mà không gây ra bất kỳ triệu chứng nào, vì vậy cần phải kiểm tra mắt thường xuyên. Khi các dấu hiệu và triệu chứng về mắt xảy ra, chúng có thể bao gồm: Nhìn mờ; Đau mắt; Đốt, ngứa hoặc khô mắt; Đỏ nặng; Nhạy cảm với ánh sáng. Các triệu chứng ở tim: Tức ngực; Khó thở (khó thở); Ngất ; Mệt mỏi; Nhịp tim không đều (loạn nhịp tim); Nhịp tim nhanh (đánh trống ngực); Sưng do dư thừa chất lỏng (phù nề). Sarcoid cũng có thể ảnh hưởng đến chuyển hóa calci, hệ thần kinh, gan và lá lách, cơ, xương và khớp, thận, hạch bạch huyết hoặc bất kỳ cơ quan nào khác. Biến chứng có thể gặp khi mắc bệnh Sarcoid Phổi: Bệnh sarcoid phổi không được điều trị có thể dẫn đến sẹo vĩnh viễn trong phổi (xơ phổi), gây khó thở và đôi khi gây tăng áp động mạch phổi. Mắt: Viêm có thể ảnh hưởng đến hầu hết mọi bộ phận của mắt và có thể gây tổn thương võng mạc, cuối cùng có thể gây mù. Hiếm khi, bệnh sarcoid cũng có thể gây đục thủy tinh thể và tăng nhãn áp . Thận: Sarcoid có thể ảnh hưởng đến khả năng đào thải calci qua nước tiểu, dẫn đến sỏi thận và giảm chức năng thận. Hiếm khi, gây suy thận. Tim: Bệnh sarcoid tim dẫn đến u hạt trong tim có thể làm rối loạn nhịp tim, lưu lượng máu và chức năng bình thường của tim. Trong một số trường hợp hiếm hoi, có thể dẫn đến tử vong. Hệ thần kinh: Một số ít người mắc bệnh sarcoid phát triển các vấn đề liên quan đến hệ thần kinh trung ương khi u hạt hình thành trong não và tủy sống. Ví dụ, viêm dây thần kinh mặt có thể gây tê liệt mặt. Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Thiếu máu do thiếu vitamin B12,https://nhathuoclongchau.com.vn/benh/thieu-mau-do-thieu-vitamin-b12-271.html,"Triệu chứng thiếu máu do thiếu vitamin b12 Những dấu hiệu và triệu chứng của thiếu máu do thiếu vitamin B12 Bệnh nhân có thể có các triệu chứng chủ yếu do thiếu oxy và thiếu máu: Da nhợt nhạt hoặc vàng; Chóng mặt ; Mệt mỏi, mất năng lượng; Không có cảm giác thèm ăn, giảm ngon miệng; Sụt cân không rõ lý do; Thường xuyên tê hoặc ngứa ran tay và chân; Tim đập quá nhanh hoặc bị đau ngực; Yếu cơ bắp, khó khăn khi đi đứng; Thường xuyên thay đổi tâm trạng; Đãng trí ; Lưỡi mềm và mịn. Tác động của thiếu máu do thiếu vitamin B12 đối với sức khỏe Thiếu máu do thiếu vitamin B12 gây thiếu oxy trong máu và các mô, dẫn đến việc các hệ cơ quan trong cơ thể có thể hoạt động bất thường. Bên cạnh đó, thiếu oxy sẽ khiến bệnh nhân thường xuyên cảm thấy mệt mỏi , chóng mặt, yếu ớt; thiếu máu khiến bệnh nhân nhìn có vẻ xanh xao. Biến chứng có thể gặp khi mắc bệnh thiếu máu do thiếu vitamin B12 Nếu tình trạng thiếu hụt vitamin B12 kéo dài, hậu quả của nó không chỉ đơn giản là thiếu máu mà còn có thể gây hại cho tim, não, dây thần kinh, xương, phổi và các cơ quan khác trong cơ thể. Ở phụ nữ có thai bị thiếu vitamin B9 và B12 có thể sinh con bị dị tật ống thần kinh bẩm sinh. Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Xuất huyết giảm tiểu cầu,https://nhathuoclongchau.com.vn/benh/xuat-huyet-giam-tieu-cau-270.html,"Triệu chứng xuất huyết giảm tiểu cầu Những dấu hiệu và triệu chứng của xuất huyết giảm tiểu cầu Một số dấu hiệu và triệu chứng của xuất huyết giảm tiểu cầu là: Dấu hiệu gợi ý là hội chứng chảy máu, hay gặp nhất ở da và niêm mạc. Bệnh cũng có thể được phát hiện tình cờ thông qua khám bệnh định kỳ, làm xét nghiệm tổng phân tích máu ngoại vi thấy có số lượng tiểu cầu giảm. Hội chứng xuất huyết: Xuất huyết dưới da tự nhiên, chảy máu chân răng, chảy máu mũi , nôn ra máu, đi ngoài phân đen, kinh nguyệt kéo dài, đi tiểu ra máu… Hội chứng thiếu máu . Gan, lách, hạch ngoại vi không to. Tác động của xuất huyết giảm tiểu cầu đối với sức khỏe Tiến triển cấp tính thường xảy ra ở trẻ em. 80% trường hợp bệnh có thể khỏi từ sau 15 ngày đến 2 tháng. Tuy nhiên cũng có thể tử vong nhanh chóng do giảm tiểu cầu nặng dẫn đến xuất huyết não màng não. Tiến triển bán cấp có thời gian diễn biến bệnh dài hơn. Tiến triển mạn tính xảy ra trên 6 tháng. Rất dễ tái phát. Hình thức này chủ yếu là ở người lớn. Không có một tiêu chuẩn nào ngay từ lúc đầu cho phép dự đoán tiến triển mạn tính này. Mặc dù là một bệnh lành tính nhưng xuất huyết giảm tiểu cầu vẫn có một tỷ lệ tử vong nhất định vào khoảng 3 – 5%. Khoảng 80% trẻ em và 70% người lớn có thể khỏi bệnh sau khi được điều trị. Biến chứng có thể gặp khi bị xuất huyết giảm tiểu cầu Những biến chứng có thể gặp phải khi mắc xuất huyết giảm tiểu cầu là: Dấu hiệu xuất huyết tiêu hóa: Ói ra máu , đi tiêu phân đen, đi tiêu phân máu. Dấu hiệu xuất huyết đường niệu: Đi tiểu ra máu. Dấu hiệu xuất huyết não: Nhức đầu dữ dội, lơ mơ, rối loạn tri giác,… Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe. Liên hệ ngay với bác sĩ nếu có bất kỳ triệu chứng nào nêu trên xảy ra"
mau,Thiếu máu thiếu vitamin,https://nhathuoclongchau.com.vn/benh/thieu-mau-thieu-vitamin-269.html,"Triệu chứng thiếu máu thiếu vitamin Những dấu hiệu và triệu chứng của thiếu máu thiếu vitamin Các dấu hiệu và triệu chứng thiếu máu do thiếu vitamin bao gồm: Mệt mỏi , khó thở, chóng mặt; Da nhợt nhạt hoặc tái xanh; Nhịp tim không đều; Sút cân, suy dinh dưỡng ; Loét ở miệng và lưỡi, chán ăn, tiêu chảy; Tê hoặc ngứa ran ở tay và chân, yếu cơ; Rối loạn tâm thần: Thay đổi tính cách, lú lẫn hay quên. Các dấu hiệu của thiếu vitamin thường phát triển chậm trong vài tháng đến vài năm. Từ không có triệu chứng đến các triệu chứng khó phát hiện hơn và dần tăng lên bên ngoài cơ thể khi sự thiếu hụt vitamin trở nên tồi tệ hơn. Khi nào cần gặp bác sĩ? Gọi cho bác sĩ nếu bạn xuất hiện các triệu chứng thiếu máu do thiếu vitamin. Bác sĩ có thể giúp loại trừ các tình trạng khác có thể gây ra các triệu chứng của bạn hoặc đề xuất phương pháp điều trị thích hợp cho tình trạng của bạn."
mau,Thiếu máu beta thalassaemia,https://nhathuoclongchau.com.vn/benh/thieu-mau-beta-thalassaemia-268.html,"Triệu chứng thiếu máu beta thalassaemia Những dấu hiệu và triệu chứng của thiếu máu beta thalassaemia Các dấu hiệu và triệu chứng có thể bao gồm: Mệt mỏi; Yếu đuối; Da nhợt nhạt hoặc hơi vàng; Dị dạng xương mặt; Tăng trưởng chậm; Sưng bụng; Nước tiểu đậm. Một số trẻ sơ sinh có các dấu hiệu và triệu chứng của bệnh thalassemia khi sinh ra; những người khác phát triển chúng trong hai năm đầu đời. Một số người chỉ có một gen hemoglobin bị ảnh hưởng không có các triệu chứng thalassemia. Biến chứng có thể gặp khi mắc bệnh thiếu máu beta thalassaemia Các biến chứng có thể xảy ra của bệnh thalassemia trung bình đến nặng bao gồm: Quá tải sắt: Những người mắc bệnh thalassemia có thể nhận được quá nhiều sắt trong cơ thể, do bệnh hoặc do truyền máu thường xuyên. Quá nhiều sắt có thể dẫn đến tổn thương tim, gan và hệ thống nội tiết, bao gồm các tuyến sản xuất hormone điều chỉnh các quá trình trong cơ thể. Sự nhiễm trùng: Những người mắc bệnh thalassemia có nguy cơ nhiễm trùng cao hơn. Điều này đặc biệt đúng nếu bạn đã cắt bỏ lá lách. Trong trường hợp thalassemia nặng, các biến chứng sau có thể xảy ra: Dị dạng xương: Thalassemia có thể làm cho tủy xương giãn nở, khiến cho xương rộng ra. Điều này có thể dẫn đến cấu trúc xương bất thường, đặc biệt là ở mặt và hộp sọ. Sự giãn nở của tủy xương cũng làm cho xương mỏng và dễ gãy, làm tăng khả năng gãy xương. Lá lách to : Lá lách giúp cơ thể chống lại nhiễm trùng và lọc các vật chất không mong muốn, chẳng hạn như các tế bào máu cũ hoặc bị hư hỏng. Thalassemia thường đi kèm với sự phá hủy một số lượng lớn các tế bào hồng cầu. Điều này khiến lá lách to ra và làm việc nhiều hơn bình thường. Lá lách to có thể làm cho tình trạng thiếu máu trầm trọng hơn, và nó có thể làm giảm tuổi thọ của các tế bào hồng cầu được truyền. Nếu lá lách phát triển quá lớn, bác sĩ có thể đề nghị phẫu thuật để loại bỏ nó. Tốc độ tăng trưởng chậm lại: Thiếu máu vừa có thể làm chậm sự phát triển của trẻ vừa có thể làm chậm quá trình dậy thì của trẻ. Vấn đề tim mạch: Suy tim sung huyết và nhịp tim bất thường có thể liên quan đến bệnh thalassemia nặng. Khi nào cần gặp bác sĩ? Nếu đã từng có con bị bệnh thalassemia thì những đứa trẻ sau cũng có nguy cơ mắc bệnh này. Bạn nên tham khảo ý kiến bác sĩ để tìm hiểu con của bạn có nguy cơ mắc bệnh không. Nếu đang mang thai, bạn có thể xét nghiệm kiểm tra thai nhi trước sinh để có sự chuẩn bị. Ngoài ra, nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn cũng nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Thiếu máu,https://nhathuoclongchau.com.vn/benh/thieu-mau-267.html,"Triệu chứng thiếu máu Những dấu hiệu và triệu chứng của thiếu máu Các triệu chứng có thể xuất hiện tùy theo mức độ và diễn tiến của bệnh cũng như tuổi và tình trạng hô hấp, tim mạch của bệnh nhân. Thiếu máu nhẹ thường không có triệu chứng, được phát hiện tình cờ khi đi thăm khám một bệnh khác hoặc khi kiểm tra sức khỏe định kỳ. Bệnh nhân có thể gặp các triệu chứng như sau: Da nhợt nhạt, xanh xao; Nhịp tim nhanh hoặc không đều, hồi hộp; Hụt hơi; Đau ngực, đánh trống ngực; Đau đầu , chóng mặt, xây xẩm thường xuyên hay khi thay đổi tư thế hoặc khi gắng sức; Tóc rụng, móng tay giòn dễ gãy, chân móng bẹt hoặc lõm; Kém tập trung. Ngoài ra, tùy theo từng nguyên nhân thiếu máu, bệnh nhân có thể có các triệu chứng điển hình khác nhau. Ví dụ: Thiếu máu thiếu sắt : Bệnh nhân thường có đau lưỡi, viêm lưỡi, mất gai lưỡi, giảm tiết nước bọt, móng tay cong lõm… Thiếu máu thiếu vitamin B12 thường có triệu chứng thần kinh bao gồm tê, dị cảm, mất điều hòa vận động, liệt cứng, suy giảm trí nhớ… Thiếu máu do thiếu acid folic lại không có triệu chứng trên thần kinh. Biến chứng có thể gặp khi mắc thiếu máu Bệnh thiếu máu nếu không điều trị sớm có thể gây các biến chứng nghiêm trọng, ảnh hưởng đến hoạt động của các cơ quan trong cơ thể gây hại cho sức khỏe như: Suy nhược cơ thể nghiêm trọng, gây biến chứng nguy hiểm cho thai kỳ, bao gồm cả sinh non ; tim mạch; thiếu máu não, thậm chí có thể tử vong. Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Thiếu máu do thiếu men G6PD,https://nhathuoclongchau.com.vn/benh/thieu-mau-do-thieu-men-g6pd-4.html,"Triệu chứng thiếu máu do thiếu men g6pd Những dấu hiệu và triệu chứng của Thiếu máu do thiếu men G6PD Trong hầu hết các trường hợp tán huyết, < 25% tổng số lượng hồng cầu bị vỡ, gây ra vàng da , vàng mắt thoáng qua và nước tiểu sẫm màu. Một số bệnh nhân bị đau lưng và/hoặc đau bụng. Tuy nhiên, khi sự thiếu hụt enzyme G6PD trầm trọng hơn, tán huyết nghiêm trọng có thể dẫn đến chứng đái ra huyết sắc tố và tổn thương thận cấp tính. Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Thiếu máu thiếu sắt,https://nhathuoclongchau.com.vn/benh/thieu-mau-thieu-sat-561.html,"Triệu chứng thiếu máu thiếu sắt Những dấu hiệu và triệu chứng của thiếu máu thiếu sắt Triệu chứng lâm sàng của thiếu máu thiếu sắt diễn biến từ từ qua 3 giai đoạn: Giai đoạn 1: Chỉ giảm sắt dự trữ nên người bệnh chưa bị thiếu máu, thường có một số triệu chứng của nguyên nhân gây thiếu sắt. Giai đoạn 2: Đã cạn sắt dự trữ và giảm sắt vận chuyển, người bệnh chưa có biểu hiện rõ tình trạng thiếu máu, có triệu chứng của nguyên nhân gây thiếu sắt; bắt đầu có triệu chứng của thiếu sắt như: Mất tập trung, mệt mỏi… Giai đoạn 3: Thiếu máu và thể hiện là có cả triệu chứng của thiếu máu và thiếu sắt. Tuy nhiên, ranh giới giữa các giai đoạn không rõ ràng. Triệu chứng cơ năng: Mệt mỏi, hoa mắt chóng mặt khi thay đổi tư thế, tức ngực , giảm khả năng hoạt động thể lực và trí lực. Triệu chứng thực thể: Da xanh xao, niêm mạc nhợt nhạt, lưỡi nhợt, nhẵn do mất hoặc mòn gai lưỡi, lông, tóc, móng khô dễ gãy. Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
mau,Thiếu máu do thiếu folate,https://nhathuoclongchau.com.vn/benh/thieu-mau-do-thieu-folate-455.html,"Triệu chứng thiếu máu do thiếu folate Những dấu hiệu và triệu chứng của thiếu máu do thiếu folate Trong người có xuất hiện những triệu chứng sau hãy đi kiểm tra để biết tình trạng cơ thể: Người dễ mệt mỏi , thiếu năng lượng, đầu óc hay có cảm giác quay cuồng, chóng mặt. Tinh thần khó tập trung, hay quên, dễ cáu giận. Cảm giác ít đói, giảm sự thèm ăn, dễ sụt cân. Tiêu hóa có vấn đề, đặc biệt là tiêu chảy. Lưỡi mềm, mất gai, khứu giác giảm. Và một số triệu chứng liên quan khác. Khi cơ thể bắt đầu có những dấu hiệu bất thường, bạn hãy liên hệ ngay với bác sĩ để được tư vấn điều trị kịp thời. Hậu quả của việc thiếu máu do thiếu folate Bệnh gây ra nhiều triệu chứng bệnh lý như mệt mỏi, nôn, tiêu chảy, đau đầu , khó chịu,… ảnh hưởng đến đời sống, sinh hoạt, việc làm nếu không điều trị kịp thời sẽ khiến cơ thế mất đi nguồn năng lượng và một số bệnh lý khác về thần kinh, tai biến,… Thiếu folate rất nguy hiểm đối với phụ nữ mang thai vì cơ thể người mẹ hấp thụ chậm hơn người bình thường. Nếu thiếu folate trong thai kỳ có thể dẫn đến các dị tật bẩm sinh , ảnh hưởng trực tiếp đến não, tủy sống, cột sống của bà mẹ và thai nhi. Đối với trẻ sơ sinh không thể hấp thụ axit folic khiến cho hình dạng tế bào hồng cầu khác bình thường nên phụ huynh phải đưa trẻ đi điều trị kịp thời nhằm ngăn chặn các vấn đề về phát triển tư duy sau này. Khi nào cần gặp bác sĩ? Nếu có bất kỳ triệu chứng nào nêu trên xảy ra, bạn nên liên hệ ngay với bác sĩ để được kiểm tra và tư vấn. Mỗi người có một cơ địa khác nhau, bạn cần tham khảo ý kiến bác sĩ để có phương án điều trị thích hợp. Chẩn đoán và điều trị sớm sẽ giảm nguy cơ tăng nặng của bệnh và giúp bạn mau chóng hồi phục sức khỏe."
